"Tanggal","Tavg","RH_avg","RR","ss","ff_avg","ddd_car"
"14-04-2024","28.5","80","19.1","10","2","S "
"15-04-2024","29.3","77","","6.5","3","NE"
"16-04-2024","29.3","79","","9.7","3","NE"
"17-04-2024","27.9","82","","10.3","2","S "
"18-04-2024","28.3","78","5.2","5.1","2","S "
"19-04-2024","28.4","79","","7.5","2","E "
"20-04-2024","28.5","82","0","2.2","2","NE"
"21-04-2024","28.3","84","23.2","4.5","2","S "
"22-04-2024","29.2","76","0","4.3","2","E "
"23-04-2024","28.7","79","0","10.8","2","S "
"24-04-2024","29","78","","","2","S "
"25-04-2024","28.3","82","0","2.2","2","S "
"26-04-2024","28.5","83","1.4","1","2","SW"
"27-04-2024","27.9","83","17.1","7.2","2","NE"
"28-04-2024","29.2","81","2.8","4.6","2","E "
"29-04-2024","30.1","78","0","2.4","2","NE"
"30-04-2024","29.1","81","0","8.3","2","S "
